Farm,PlotNo,SpeciesName,variable,value
TMN,P312,HOHsex,CoverClass12.25m,NA
TMN,P312,RUBcis,CoverClass12.25m,NA
TMN,P312,RHAsol,CoverClass12.25m,NA
TMN,P312,COPrha,CoverClass12.25m,NA
TMN,P312,CLEfor,CoverClass12.25m,NA
TMN,P312,PARcap,CoverClass12.25m,NA
TMN,P312,CARser,CoverClass12.25m,NA
TMN,P312,BRArep,CoverClass12.25m,NA
TMN,P312,ARIser,CoverClass12.25m,NA
TMN,P199,PODtot,CoverClass12.25m,5
TMN,P199,MUEaus,CoverClass12.25m,1
TMN,P199,DACdac,CoverClass12.25m,NA
TMN,P199,RUBfru,CoverClass12.25m,NA
TMN,P199,RUBcis,CoverClass12.25m,NA
TMN,P199,COPrha,CoverClass12.25m,NA
TMN,P199,PRUtax,CoverClass12.25m,NA
TMN,P259,PODtot,CoverClass12.25m,NA
TMN,P259,COPrig,CoverClass12.25m,NA
TMN,P259,MUEaus,CoverClass12.25m,NA
TMN,P259,COPrha,CoverClass12.25m,NA
TMN,P259,WEIrac,CoverClass12.25m,NA
TMN,P259,LEPsco,CoverClass12.25m,NA
TMN,P259,PENcor,CoverClass12.25m,NA
TMN,P259,HOHsex,CoverClass12.25m,NA
TMN,P259,RHAsol,CoverClass12.25m,NA
TMN,P259,ARIser,CoverClass12.25m,NA
TMN,P259,PHYoct,CoverClass12.25m,NA
TMN,P277,HOHsex,CoverClass12.25m,2
TMN,P277,PODtot,CoverClass12.25m,NA
TMN,P277,CARser,CoverClass12.25m,NA
TMN,P277,MUEaus,CoverClass12.25m,NA
TMN,P277,COPrha,CoverClass12.25m,NA
TMN,P277,MELram,CoverClass12.25m,NA
TMN,P277,LEPsco,CoverClass12.25m,NA
TMN,P277,DACdac,CoverClass12.25m,NA
TMN,P277,PENcor,CoverClass12.25m,NA
TMN,P217,DACdac,CoverClass12.25m,6
TMN,P217,PODtot,CoverClass12.25m,2
TMN,P217,COProt,CoverClass12.25m,NA
TMN,P217,RUBfru,CoverClass12.25m,NA
TMN,P217,COPrha,CoverClass12.25m,NA
TMN,P217,MUEaus,CoverClass12.25m,NA
TMN,P217,PENcor,CoverClass12.25m,NA
TMN,P217,HEDarb,CoverClass12.25m,NA
TMN,P217,COProb,CoverClass12.25m,NA
TMN,P217,MELram,CoverClass12.25m,NA
TMN,P217,CARser,CoverClass12.25m,NA
TMN,P217,COPrig,CoverClass12.25m,NA
TMN,P217,ELAden,CoverClass12.25m,NA
TMN,P177,PODtot,CoverClass12.25m,6
TMN,P177,DACdac,CoverClass12.25m,3
TMN,P177,RUBcis,CoverClass12.25m,4
TMN,P177,DICfib,CoverClass12.25m,NA
TMN,P177,MUEaus,CoverClass12.25m,NA
TMN,P177,PARhet,CoverClass12.25m,NA
TMN,P177,COPrha,CoverClass12.25m,NA
TMN,P177,CARser,CoverClass12.25m,NA
TMN,P177,MELram,CoverClass12.25m,NA
TMN,P177,COPrig,CoverClass12.25m,NA
TMN,P177,RIPsca,CoverClass12.25m,NA
TMN,P177,FUCexc,CoverClass12.25m,NA
TMN,P177,RUBfru,CoverClass12.25m,NA
TMN,P177,PSEcra,CoverClass12.25m,NA
TMN,P177,PENcor,CoverClass12.25m,NA
TMN,P177,CLEfor,CoverClass12.25m,NA
TMN,P137,PODtot,CoverClass12.25m,5
TMN,P137,RUBsch,CoverClass12.25m,3
TMN,P102,PODtot,CoverClass12.25m,5
TMN,P102,DACdac,CoverClass12.25m,NA
TMN,P102,RUBcis,CoverClass12.25m,NA
TMN,P96,DACdac,CoverClass12.25m,6
TMN,P96,PODtot,CoverClass12.25m,1
TMN,P96,PENcor,CoverClass12.25m,NA
TMN,P96,LIGsin,CoverClass12.25m,NA
TMN,P96,FUCexc,CoverClass12.25m,NA
TMN,P96,COPrha,CoverClass12.25m,NA
TMN,P96,PARhet,CoverClass12.25m,NA
TMN,P96,MUEaus,CoverClass12.25m,NA
TMN,P96,CALtug,CoverClass12.25m,NA
TMN,P96,RUBfru,CoverClass12.25m,NA
TMN,P96,MELram,CoverClass12.25m,NA
TMN,P96,PHYoct,CoverClass12.25m,NA
TMN,P96,COProb,CoverClass12.25m,NA
TMN,P96,HEDarb,CoverClass12.25m,NA
TMN,P96,PSEcol,CoverClass12.25m,NA
TMN,P96,RIPsca,CoverClass12.25m,NA
TMN,P96,ARIser,CoverClass12.25m,NA
TMN,P80,DACdac,CoverClass12.25m,6
TMN,P80,PRUtax,CoverClass12.25m,NA
TMN,P80,PODtot,CoverClass12.25m,NA
TMN,P80,MELsim,CoverClass12.25m,NA
TMN,P80,MUEaus,CoverClass12.25m,NA
TMN,P80,ELAhoo,CoverClass12.25m,NA
TMN,P80,RUBcis,CoverClass12.25m,NA
TMN,P80,COPrha,CoverClass12.25m,NA
TMN,P80,PARhet,CoverClass12.25m,NA
TMN,P80,LIGsin,CoverClass12.25m,NA
TMN,P80,CARser,CoverClass12.25m,NA
TMN,P80,MELram,CoverClass12.25m,NA
TMN,P80,RUBfru,CoverClass12.25m,NA
TMN,P80,COPrig,CoverClass12.25m,NA
TMN,P80,WEIrac,CoverClass12.25m,NA
TMN,P80,PSEcra,CoverClass12.25m,NA
TMN,P124,PODtot,CoverClass12.25m,1
TMN,P124,RUBsch,CoverClass12.25m,NA
TMN,P124,KUNrob,CoverClass12.25m,NA
TMN,P124,MUEaus,CoverClass12.25m,NA
TMN,P280,SALalb,CoverClass12.25m,NA
TMN,P280,HOHsex,CoverClass12.25m,NA
TMN,P280,MELram,CoverClass12.25m,NA
TMN,P280,LEYfor,CoverClass12.25m,NA
TMN,P280,RUBfru,CoverClass12.25m,NA
TMN,P280,RUBcis,CoverClass12.25m,NA
TMN,P280,DACdac,CoverClass12.25m,NA
TMN,P280,PRUtax,CoverClass12.25m,NA
TMN,P229,HOHsex,CoverClass12.25m,3
TMN,P229,CYAmed,CoverClass12.25m,1
TMN,P229,FUCexc,CoverClass12.25m,NA
TMN,P229,CYAsmi,CoverClass12.25m,NA
TMN,P229,CYAdea,CoverClass12.25m,NA
TMN,P229,DICsqu,CoverClass12.25m,NA
TMN,P229,ARIser,CoverClass12.25m,NA
TMN,P229,RIPsca,CoverClass12.25m,NA
TMN,P229,PAStet,CoverClass12.25m,NA
TMN,P229,SCHdig,CoverClass12.25m,NA
TMN,P229,PSEarb,CoverClass12.25m,NA
TMN,P229,METdif,CoverClass12.25m,NA
TMN,P229,GENlig,CoverClass12.25m,NA
TMN,P229,COPgra,CoverClass12.25m,NA
TMN,P229,ALEexc,CoverClass12.25m,NA
TMN,P229,COPrha,CoverClass12.25m,NA
TMN,P229,RHAsol,CoverClass12.25m,NA
TMN,P229,PODtot,CoverClass12.25m,NA
TMN,P229,METper,CoverClass12.25m,NA
TMN,P229,BRArep,CoverClass12.25m,NA
TMN,P229,CLEfor,CoverClass12.25m,NA
TMN,P229,HEDarb,CoverClass12.25m,NA
TMN,P229,MELram,CoverClass12.25m,NA
TMN,P229,KNIexc,CoverClass12.25m,NA
TMN,P229,PENcor,CoverClass12.25m,NA
TMN,P229,PSEcra,CoverClass12.25m,NA
TMN,P229,MUEaus,CoverClass12.25m,NA
TMN,P230,PINrad,CoverClass12.25m,4
TMN,P230,CYAsmi,CoverClass12.25m,NA
TMN,P230,PHYoct,CoverClass12.25m,NA
TMN,P230,FUCexc,CoverClass12.25m,NA
TMN,P230,MELram,CoverClass12.25m,NA
TMN,P230,CARser,CoverClass12.25m,NA
TMN,P230,COPrha,CoverClass12.25m,NA
TMN,P230,ARIser,CoverClass12.25m,NA
TMN,P230,BRArep,CoverClass12.25m,NA
TMN,P230,PODtot,CoverClass12.25m,NA
TMN,P230,DACdac,CoverClass12.25m,NA
TMN,P230,RIPsca,CoverClass12.25m,NA
TMN,P230,HEDarb,CoverClass12.25m,NA
TMN,P230,COProb,CoverClass12.25m,NA
TMN,P230,MUEaus,CoverClass12.25m,NA
TMN,P230,COPrig,CoverClass12.25m,NA
TMN,P230,PENcor,CoverClass12.25m,NA
TMN,P230,PSEarb,CoverClass12.25m,NA
TMN,P249,KUNrob,CoverClass12.25m,6
TMN,P249,CYAmed,CoverClass12.25m,3
TMN,P249,PSEarb,CoverClass12.25m,1
TMN,P249,DICsqu,CoverClass12.25m,NA
TMN,P249,METdif,CoverClass12.25m,NA
TMN,P249,CLEfor,CoverClass12.25m,NA
TMN,P249,BRArep,CoverClass12.25m,NA
TMN,P249,COProb,CoverClass12.25m,NA
TMN,P249,PSEcra,CoverClass12.25m,NA
TMN,P249,CYAsmi,CoverClass12.25m,NA
TMN,P249,RHAsol,CoverClass12.25m,NA
TMN,P249,WEIrac,CoverClass12.25m,NA
TMN,P249,COProt,CoverClass12.25m,NA
TMN,P249,PODtot,CoverClass12.25m,NA
TMN,P249,HEDarb,CoverClass12.25m,NA
TMN,P249,COPrha,CoverClass12.25m,NA
TMN,P249,HOHsex,CoverClass12.25m,NA
TMN,P249,GENlig,CoverClass12.25m,NA
TMN,P249,BEItaw,CoverClass12.25m,NA
TMN,P249,KNIexc,CoverClass12.25m,NA
TMN,P249,RIPsca,CoverClass12.25m,NA
TMN,P249,FUCexc,CoverClass12.25m,NA
TMN,P249,ALEexc,CoverClass12.25m,NA
TMN,P249,PRUtax,CoverClass12.25m,NA
TMN,P249,MUEaus,CoverClass12.25m,NA
TMN,P153,PODtot,CoverClass5.12m,6
TMN,P153,RUBcis,CoverClass5.12m,4
TMN,P153,MUEaus,CoverClass5.12m,3
TMN,P153,DACdac,CoverClass5.12m,1
TMN,P153,RUBfru,CoverClass5.12m,NA
TMN,P153,CYAsmi,CoverClass5.12m,NA
TMN,P153,DICsqu,CoverClass5.12m,NA
TMN,P153,KUNrob,CoverClass5.12m,NA
TMN,P153,COPrha,CoverClass5.12m,NA
TMN,P153,ELAhoo,CoverClass5.12m,NA
TMN,P153,PENcor,CoverClass5.12m,NA
TMN,P153,COPrig,CoverClass5.12m,NA
TMN,P153,PSEcra,CoverClass5.12m,NA
TMN,P153,FUCexc,CoverClass5.12m,NA
TMN,P153,PAStet,CoverClass5.12m,NA
TMN,P153,CARser,CoverClass5.12m,NA
TMN,P151,PODtot,CoverClass5.12m,4
TMN,P151,DACdac,CoverClass5.12m,4
TMN,P151,MUEaus,CoverClass5.12m,2
TMN,P151,RUBsch,CoverClass5.12m,1
TMN,P151,RUBfru,CoverClass5.12m,NA
TMN,P151,COPrha,CoverClass5.12m,NA
TMN,P151,PENcor,CoverClass5.12m,NA
TMN,P151,HOHsex,CoverClass5.12m,NA
TMN,P151,COProb,CoverClass5.12m,NA
TMN,P151,PRUtax,CoverClass5.12m,NA
TMN,P151,COProt,CoverClass5.12m,NA
TMN,P133,PODtot,CoverClass5.12m,6
TMN,P133,COPrig,CoverClass5.12m,2
TMN,P133,FUCexc,CoverClass5.12m,NA
TMN,P133,PENcor,CoverClass5.12m,NA
TMN,P133,RAUano,CoverClass5.12m,NA
TMN,P133,MUEaus,CoverClass5.12m,NA
TMN,P133,COProt,CoverClass5.12m,NA
TMN,P133,COPrha,CoverClass5.12m,NA
TMN,P133,RUBfru,CoverClass5.12m,NA
TMN,P133,PARhet,CoverClass5.12m,NA
TMN,P133,CARser,CoverClass5.12m,NA
TMN,P133,ARIser,CoverClass5.12m,NA
TMN,P133,HOHsex,CoverClass5.12m,NA
TMN,P133,RUBsch,CoverClass5.12m,NA
TMN,P133,CLEfor,CoverClass5.12m,NA
TMN,P133,MELram,CoverClass5.12m,NA
TMN,P133,LEYfor,CoverClass5.12m,NA
TMN,P133,KUNrob,CoverClass5.12m,NA
TMN,P133,DACdac,CoverClass5.12m,NA
TMN,P133,PRUtax,CoverClass5.12m,NA
TMN,P133,PSEcra,CoverClass5.12m,NA
TMN,P133,LIGsin,CoverClass5.12m,NA
TMN,P213,PODtot,CoverClass5.12m,5
TMN,P213,RUBsch,CoverClass5.12m,2
TMN,P214,PODtot,CoverClass5.12m,5
TMN,P214,CARser,CoverClass5.12m,2
TMN,P214,MUEaus,CoverClass5.12m,2
TMN,P214,RUBcis,CoverClass5.12m,2
TMN,P214,PENcor,CoverClass5.12m,4
TMN,P214,CYAmed,CoverClass5.12m,3
TMN,P214,COProt,CoverClass5.12m,1
TMN,P214,COPrha,CoverClass5.12m,NA
TMN,P214,HOHsex,CoverClass5.12m,NA
TMN,P214,RUBfru,CoverClass5.12m,NA
TMN,P214,MELram,CoverClass5.12m,NA
TMN,P214,PAStet,CoverClass5.12m,NA
TMN,P214,METdif,CoverClass5.12m,NA
TMN,P214,DACdac,CoverClass5.12m,NA
TMN,P214,FUCexc,CoverClass5.12m,NA
TMN,P214,HEDarb,CoverClass5.12m,NA
TMN,P214,CLEpan,CoverClass5.12m,NA
TMN,P214,ARIser,CoverClass5.12m,NA
TMN,P256,PODtot,CoverClass5.12m,5
TMN,P256,MUEaus,CoverClass5.12m,4
TMN,P256,PARcap,CoverClass5.12m,2
TMN,P256,KUNrob,CoverClass5.12m,4
TMN,P256,LEPsco,CoverClass5.12m,NA
TMN,P256,COPrha,CoverClass5.12m,NA
TMN,P256,MELram,CoverClass5.12m,NA
TMN,P256,RUBfru,CoverClass5.12m,NA
TMN,P256,RUBcis,CoverClass5.12m,NA
TMN,P256,HOHsex,CoverClass5.12m,NA
TMN,P256,CARser,CoverClass5.12m,NA
TMN,P292,HOHsex,CoverClass5.12m,5
TMN,P292,PODtot,CoverClass5.12m,4
TMN,P292,MELram,CoverClass5.12m,4
TMN,P292,RIPsca,CoverClass5.12m,1
TMN,P292,MUEaus,CoverClass5.12m,2
TMN,P292,CLEfor,CoverClass5.12m,NA
TMN,P292,ARIser,CoverClass5.12m,1
TMN,P292,DICsqu,CoverClass5.12m,4
TMN,P292,METdif,CoverClass5.12m,2
TMN,P292,FUCexc,CoverClass5.12m,2
TMN,P292,RUBcis,CoverClass5.12m,1
TMN,P292,PSEarb,CoverClass5.12m,NA
TMN,P292,KUNrob,CoverClass5.12m,NA
TMN,P292,RHAsol,CoverClass5.12m,NA
TMN,P292,COPrha,CoverClass5.12m,NA
TMN,P292,CARser,CoverClass5.12m,NA
TMN,P292,PENcor,CoverClass5.12m,NA
TMN,P292,HEDarb,CoverClass5.12m,NA
TMN,P292,PAStet,CoverClass5.12m,NA
TMN,P292,COProb,CoverClass5.12m,NA
TMN,P310,MELram,CoverClass5.12m,7
TMN,P310,PODtot,CoverClass5.12m,NA
TMN,P310,MUEaus,CoverClass5.12m,NA
TMN,P310,COProb,CoverClass5.12m,NA
TMN,P310,DICsqu,CoverClass5.12m,NA
TMN,P310,METdif,CoverClass5.12m,NA
TMN,P310,CLEfor,CoverClass5.12m,NA
TMN,P310,SCHdig,CoverClass5.12m,NA
TMN,P310,GENlig,CoverClass5.12m,NA
TMN,P310,BRArep,CoverClass5.12m,NA
TMN,P310,HEDarb,CoverClass5.12m,NA
TMN,P310,RIPsca,CoverClass5.12m,NA
TMN,P310,ARIser,CoverClass5.12m,NA
TMN,P310,PARhet,CoverClass5.12m,NA
TMN,P310,COPrha,CoverClass5.12m,NA
TMN,P310,PAStet,CoverClass5.12m,NA
TMN,P310,RHAsol,CoverClass5.12m,NA
TMN,P312,CYAmed,CoverClass5.12m,4
TMN,P312,DICsqu,CoverClass5.12m,4
TMN,P312,HEDarb,CoverClass5.12m,1
TMN,P312,MUEaus,CoverClass5.12m,6
TMN,P312,PODtot,CoverClass5.12m,3
TMN,P312,LEPsco,CoverClass5.12m,2
TMN,P312,RIPsca,CoverClass5.12m,2
TMN,P312,MELram,CoverClass5.12m,2
TMN,P312,FUCexc,CoverClass5.12m,3
TMN,P312,SCHdig,CoverClass5.12m,2
TMN,P312,METdif,CoverClass5.12m,NA
TMN,P312,METcol,CoverClass5.12m,NA
TMN,P312,METper,CoverClass5.12m,NA
TMN,P312,HOHsex,CoverClass5.12m,NA
TMN,P312,RUBcis,CoverClass5.12m,NA
TMN,P312,RHAsol,CoverClass5.12m,NA
TMN,P312,COPrha,CoverClass5.12m,NA
TMN,P312,CLEfor,CoverClass5.12m,NA
TMN,P312,PARcap,CoverClass5.12m,NA
TMN,P312,CARser,CoverClass5.12m,NA
TMN,P312,BRArep,CoverClass5.12m,NA
TMN,P312,ARIser,CoverClass5.12m,NA
TMN,P199,PODtot,CoverClass5.12m,6
TMN,P199,MUEaus,CoverClass5.12m,2
TMN,P199,DACdac,CoverClass5.12m,2
TMN,P199,RUBfru,CoverClass5.12m,NA
TMN,P199,RUBcis,CoverClass5.12m,NA
TMN,P199,COPrha,CoverClass5.12m,NA
TMN,P199,PRUtax,CoverClass5.12m,NA
TMN,P259,PODtot,CoverClass5.12m,5
TMN,P259,COPrig,CoverClass5.12m,1
TMN,P259,MUEaus,CoverClass5.12m,1
TMN,P259,COPrha,CoverClass5.12m,NA
TMN,P259,WEIrac,CoverClass5.12m,NA
TMN,P259,LEPsco,CoverClass5.12m,NA
TMN,P259,PENcor,CoverClass5.12m,NA
TMN,P259,HOHsex,CoverClass5.12m,NA
TMN,P259,RHAsol,CoverClass5.12m,NA
TMN,P259,ARIser,CoverClass5.12m,NA
TMN,P259,PHYoct,CoverClass5.12m,NA
TMN,P277,HOHsex,CoverClass5.12m,4
TMN,P277,PODtot,CoverClass5.12m,5
TMN,P277,CARser,CoverClass5.12m,3
TMN,P277,MUEaus,CoverClass5.12m,2
TMN,P277,COPrha,CoverClass5.12m,NA
TMN,P277,MELram,CoverClass5.12m,NA
TMN,P277,LEPsco,CoverClass5.12m,NA
TMN,P277,DACdac,CoverClass5.12m,NA
TMN,P277,PENcor,CoverClass5.12m,NA
TMN,P217,DACdac,CoverClass5.12m,5
TMN,P217,PODtot,CoverClass5.12m,2
TMN,P217,COProt,CoverClass5.12m,NA
TMN,P217,RUBfru,CoverClass5.12m,NA
TMN,P217,COPrha,CoverClass5.12m,NA
TMN,P217,MUEaus,CoverClass5.12m,NA
TMN,P217,PENcor,CoverClass5.12m,NA
TMN,P217,HEDarb,CoverClass5.12m,NA
TMN,P217,COProb,CoverClass5.12m,NA
TMN,P217,MELram,CoverClass5.12m,NA
TMN,P217,CARser,CoverClass5.12m,NA
TMN,P217,COPrig,CoverClass5.12m,NA
TMN,P217,ELAden,CoverClass5.12m,NA
TMN,P177,PODtot,CoverClass5.12m,5
TMN,P177,DACdac,CoverClass5.12m,2
TMN,P177,RUBcis,CoverClass5.12m,4
TMN,P177,DICfib,CoverClass5.12m,2
TMN,P177,MUEaus,CoverClass5.12m,NA
TMN,P177,PARhet,CoverClass5.12m,NA
TMN,P177,COPrha,CoverClass5.12m,NA
TMN,P177,CARser,CoverClass5.12m,NA
TMN,P177,MELram,CoverClass5.12m,NA
TMN,P177,COPrig,CoverClass5.12m,NA
TMN,P177,RIPsca,CoverClass5.12m,NA
TMN,P177,FUCexc,CoverClass5.12m,NA
TMN,P177,RUBfru,CoverClass5.12m,NA
TMN,P177,PSEcra,CoverClass5.12m,NA
TMN,P177,PENcor,CoverClass5.12m,NA
TMN,P177,CLEfor,CoverClass5.12m,NA
TMN,P137,PODtot,CoverClass5.12m,5
TMN,P137,RUBsch,CoverClass5.12m,4
TMN,P102,PODtot,CoverClass5.12m,5
TMN,P102,DACdac,CoverClass5.12m,NA
TMN,P102,RUBcis,CoverClass5.12m,NA
TMN,P96,DACdac,CoverClass5.12m,4
TMN,P96,PODtot,CoverClass5.12m,1
TMN,P96,PENcor,CoverClass5.12m,3
TMN,P96,LIGsin,CoverClass5.12m,NA
TMN,P96,FUCexc,CoverClass5.12m,NA
TMN,P96,COPrha,CoverClass5.12m,NA
TMN,P96,PARhet,CoverClass5.12m,NA
TMN,P96,MUEaus,CoverClass5.12m,NA
TMN,P96,CALtug,CoverClass5.12m,NA
TMN,P96,RUBfru,CoverClass5.12m,NA
TMN,P96,MELram,CoverClass5.12m,NA
TMN,P96,PHYoct,CoverClass5.12m,NA
TMN,P96,COProb,CoverClass5.12m,NA
TMN,P96,HEDarb,CoverClass5.12m,NA
TMN,P96,PSEcol,CoverClass5.12m,NA
TMN,P96,RIPsca,CoverClass5.12m,NA
TMN,P96,ARIser,CoverClass5.12m,NA
TMN,P80,DACdac,CoverClass5.12m,3
TMN,P80,PRUtax,CoverClass5.12m,4
TMN,P80,PODtot,CoverClass5.12m,1
TMN,P80,MELsim,CoverClass5.12m,2
TMN,P80,MUEaus,CoverClass5.12m,NA
TMN,P80,ELAhoo,CoverClass5.12m,NA
TMN,P80,RUBcis,CoverClass5.12m,NA
TMN,P80,COPrha,CoverClass5.12m,NA
TMN,P80,PARhet,CoverClass5.12m,NA
TMN,P80,LIGsin,CoverClass5.12m,NA
TMN,P80,CARser,CoverClass5.12m,NA
TMN,P80,MELram,CoverClass5.12m,NA
TMN,P80,RUBfru,CoverClass5.12m,NA
TMN,P80,COPrig,CoverClass5.12m,NA
TMN,P80,WEIrac,CoverClass5.12m,NA
TMN,P80,PSEcra,CoverClass5.12m,NA
TMN,P124,PODtot,CoverClass5.12m,6
TMN,P124,RUBsch,CoverClass5.12m,3
TMN,P124,KUNrob,CoverClass5.12m,4
TMN,P124,MUEaus,CoverClass5.12m,NA
TMN,P280,SALalb,CoverClass5.12m,7
TMN,P280,HOHsex,CoverClass5.12m,NA
TMN,P280,MELram,CoverClass5.12m,NA
TMN,P280,LEYfor,CoverClass5.12m,NA
TMN,P280,RUBfru,CoverClass5.12m,NA
TMN,P280,RUBcis,CoverClass5.12m,NA
TMN,P280,DACdac,CoverClass5.12m,NA
TMN,P280,PRUtax,CoverClass5.12m,NA
TMN,P229,HOHsex,CoverClass5.12m,2
TMN,P229,CYAmed,CoverClass5.12m,NA
TMN,P229,FUCexc,CoverClass5.12m,6
TMN,P229,CYAsmi,CoverClass5.12m,5
TMN,P229,CYAdea,CoverClass5.12m,1
TMN,P229,DICsqu,CoverClass5.12m,5
TMN,P229,ARIser,CoverClass5.12m,4
TMN,P229,RIPsca,CoverClass5.12m,3
TMN,P229,PAStet,CoverClass5.12m,2
TMN,P229,SCHdig,CoverClass5.12m,2
TMN,P229,PSEarb,CoverClass5.12m,1
TMN,P229,METdif,CoverClass5.12m,NA
TMN,P229,GENlig,CoverClass5.12m,NA
TMN,P229,COPgra,CoverClass5.12m,NA
TMN,P229,ALEexc,CoverClass5.12m,NA
TMN,P229,COPrha,CoverClass5.12m,NA
TMN,P229,RHAsol,CoverClass5.12m,NA
TMN,P229,PODtot,CoverClass5.12m,NA
TMN,P229,METper,CoverClass5.12m,NA
TMN,P229,BRArep,CoverClass5.12m,NA
TMN,P229,CLEfor,CoverClass5.12m,NA
TMN,P229,HEDarb,CoverClass5.12m,NA
TMN,P229,MELram,CoverClass5.12m,NA
TMN,P229,KNIexc,CoverClass5.12m,NA
TMN,P229,PENcor,CoverClass5.12m,NA
TMN,P229,PSEcra,CoverClass5.12m,NA
TMN,P229,MUEaus,CoverClass5.12m,NA
TMN,P230,PINrad,CoverClass5.12m,NA
TMN,P230,CYAsmi,CoverClass5.12m,NA
TMN,P230,PHYoct,CoverClass5.12m,NA
TMN,P230,FUCexc,CoverClass5.12m,NA
TMN,P230,MELram,CoverClass5.12m,NA
TMN,P230,CARser,CoverClass5.12m,NA
TMN,P230,COPrha,CoverClass5.12m,NA
TMN,P230,ARIser,CoverClass5.12m,NA
TMN,P230,BRArep,CoverClass5.12m,NA
TMN,P230,PODtot,CoverClass5.12m,NA
TMN,P230,DACdac,CoverClass5.12m,NA
TMN,P230,RIPsca,CoverClass5.12m,NA
TMN,P230,HEDarb,CoverClass5.12m,NA
TMN,P230,COProb,CoverClass5.12m,NA
TMN,P230,MUEaus,CoverClass5.12m,NA
TMN,P230,COPrig,CoverClass5.12m,NA
TMN,P230,PENcor,CoverClass5.12m,NA
TMN,P230,PSEarb,CoverClass5.12m,NA
TMN,P249,KUNrob,CoverClass5.12m,2
TMN,P249,CYAmed,CoverClass5.12m,NA
TMN,P249,PSEarb,CoverClass5.12m,2
TMN,P249,DICsqu,CoverClass5.12m,6
TMN,P249,METdif,CoverClass5.12m,2
TMN,P249,CLEfor,CoverClass5.12m,2
TMN,P249,BRArep,CoverClass5.12m,1
TMN,P249,COProb,CoverClass5.12m,2
TMN,P249,PSEcra,CoverClass5.12m,NA
TMN,P249,CYAsmi,CoverClass5.12m,NA
TMN,P249,RHAsol,CoverClass5.12m,NA
TMN,P249,WEIrac,CoverClass5.12m,NA
TMN,P249,COProt,CoverClass5.12m,NA
TMN,P249,PODtot,CoverClass5.12m,NA
TMN,P249,HEDarb,CoverClass5.12m,NA
TMN,P249,COPrha,CoverClass5.12m,NA
TMN,P249,HOHsex,CoverClass5.12m,NA
TMN,P249,GENlig,CoverClass5.12m,NA
TMN,P249,BEItaw,CoverClass5.12m,NA
TMN,P249,KNIexc,CoverClass5.12m,NA
TMN,P249,RIPsca,CoverClass5.12m,NA
TMN,P249,FUCexc,CoverClass5.12m,NA
TMN,P249,ALEexc,CoverClass5.12m,NA
TMN,P249,PRUtax,CoverClass5.12m,NA
TMN,P249,MUEaus,CoverClass5.12m,NA
TMN,P153,PODtot,CoverClass2.5m,4
TMN,P153,RUBcis,CoverClass2.5m,3
TMN,P153,MUEaus,CoverClass2.5m,2
TMN,P153,DACdac,CoverClass2.5m,1
TMN,P153,RUBfru,CoverClass2.5m,2
TMN,P153,CYAsmi,CoverClass2.5m,NA
TMN,P153,DICsqu,CoverClass2.5m,NA
TMN,P153,KUNrob,CoverClass2.5m,NA
TMN,P153,COPrha,CoverClass2.5m,NA
TMN,P153,ELAhoo,CoverClass2.5m,NA
TMN,P153,PENcor,CoverClass2.5m,NA
TMN,P153,COPrig,CoverClass2.5m,NA
TMN,P153,PSEcra,CoverClass2.5m,NA
TMN,P153,FUCexc,CoverClass2.5m,NA
TMN,P153,PAStet,CoverClass2.5m,NA
TMN,P153,CARser,CoverClass2.5m,NA
TMN,P151,PODtot,CoverClass2.5m,4
TMN,P151,DACdac,CoverClass2.5m,2
TMN,P151,MUEaus,CoverClass2.5m,2
TMN,P151,RUBsch,CoverClass2.5m,2
TMN,P151,RUBfru,CoverClass2.5m,2
TMN,P151,COPrha,CoverClass2.5m,NA
TMN,P151,PENcor,CoverClass2.5m,NA
TMN,P151,HOHsex,CoverClass2.5m,NA
TMN,P151,COProb,CoverClass2.5m,NA
TMN,P151,PRUtax,CoverClass2.5m,NA
TMN,P151,COProt,CoverClass2.5m,NA
TMN,P133,PODtot,CoverClass2.5m,3
TMN,P133,COPrig,CoverClass2.5m,2
TMN,P133,FUCexc,CoverClass2.5m,1
TMN,P133,PENcor,CoverClass2.5m,2
TMN,P133,RAUano,CoverClass2.5m,1
TMN,P133,MUEaus,CoverClass2.5m,NA
TMN,P133,COProt,CoverClass2.5m,NA
TMN,P133,COPrha,CoverClass2.5m,NA
TMN,P133,RUBfru,CoverClass2.5m,NA
TMN,P133,PARhet,CoverClass2.5m,NA
TMN,P133,CARser,CoverClass2.5m,NA
TMN,P133,ARIser,CoverClass2.5m,NA
TMN,P133,HOHsex,CoverClass2.5m,NA
TMN,P133,RUBsch,CoverClass2.5m,NA
TMN,P133,CLEfor,CoverClass2.5m,NA
TMN,P133,MELram,CoverClass2.5m,NA
TMN,P133,LEYfor,CoverClass2.5m,NA
TMN,P133,KUNrob,CoverClass2.5m,NA
TMN,P133,DACdac,CoverClass2.5m,NA
TMN,P133,PRUtax,CoverClass2.5m,NA
TMN,P133,PSEcra,CoverClass2.5m,NA
TMN,P133,LIGsin,CoverClass2.5m,NA
TMN,P213,PODtot,CoverClass2.5m,5
TMN,P213,RUBsch,CoverClass2.5m,1
TMN,P214,PODtot,CoverClass2.5m,NA
TMN,P214,CARser,CoverClass2.5m,1
TMN,P214,MUEaus,CoverClass2.5m,2
TMN,P214,RUBcis,CoverClass2.5m,2
