NVSCode,TaxonID,SpeciesName,Family,Genus,Species,BioStatus,PlantType,Palatibility,GrowthForm,PreferredTaxonID,PreferredCode,PreferredName,VernacularNames
STETRA,5728,Stereocaulon trachyphloeum,Stereocaulaceae,Stereocaulon,trachyphloeum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5728,STETRA,Stereocaulon trachyphloeum,
STIBAB,5707,Sticta babingtonii,Lobariaceae,Sticta,babingtonii,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5707,STIBAB,Sticta babingtonii,
STIBIG,4298,Stipa bigeniculata,Gramineae,Stipa,bigeniculata,Exotic,Vascular,Unclassified,Graminoid,6343,AUSBIG,Austrostipa bigeniculata,
STIBLA,4299,Stipa blackii,Gramineae,Stipa,blackii,Exotic,Vascular,Unclassified,Graminoid,6344,AUSBLA,Austrostipa blackii,
STICAL,4736,Sticta caliginosa,Lobariaceae,Sticta,caliginosa,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4736,STICAL,Sticta caliginosa,
STICAP,3629,Sticta caperata,Lobariaceae,Sticta,caperata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3629,STICAP,Sticta caperata,
STICHE,3003,Sticherus species,Gleicheniaceae,Sticherus,,Indigenous Non-Endemic,Vascular,Unclassified,Fern,3003,STICHE,Sticherus species,umbrella ferns; 
STICIN,5630,Sticta cinereoglauca,Lobariaceae,Sticta,cinereoglauca,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5630,STICIN,Sticta cinereoglauca,
STICOL,5615,Sticta colinii,Lobariaceae,Sticta,colinii,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5615,STICOL,Sticta colinii,
STICTA,3291,Sticta species,Lobariaceae,Sticta,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3291,STICTA,Sticta species,
STICUN,3001,Sticherus cunninghamii,Gleicheniaceae,Sticherus,cunninghamii,Indigenous Endemic,Vascular,Unclassified,Fern,3001,STICUN,Sticherus cunninghamii,rarauheriki; tapuwae kōtuku; umbrella fern; waekura; 
STIFIL,3429,Sticta filix,Lobariaceae,Sticta,filix,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3429,STIFIL,Sticta filix,
STIFLA,3002,Sticherus flabellatus,Gleicheniaceae,Sticherus,flabellatus,Indigenous Non-Endemic,Vascular,Unclassified,Fern,3002,STIFLA,Sticherus flabellatus,
STIFLB,4415,Stipa flavescens,Gramineae,Stipa,flavescens,Exotic,Vascular,Unclassified,Graminoid,6352,AUSFLA,Austrostipa flavescens,
STIFUL,4737,Sticta fuliginosa,Lobariaceae,Sticta,fuliginosa,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4737,STIFUL,Sticta fuliginosa,
STIGON,3369,Stigonema species,Stigonemataceae,Stigonema,,Unknown,Non Vascular,Unclassified,NonVascular,3369,STIGON,Stigonema species,
STILAC,3466,Sticta lacera,Lobariaceae,Sticta,lacera,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,3466,STILAC,Sticta lacera,
STILAT,3464,Sticta latifrons,Lobariaceae,Sticta,latifrons,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3464,STILAT,Sticta latifrons,
STILIM,7417,Sticta limbata,Lobariaceae,Sticta,limbata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7417,STILIM,Sticta limbata,
STILIV,7982,Sticta livida,Lobariaceae,Sticta,livida,Indigenous Endemic,Non Vascular,Unclassified,Unknown,7982,STILIV,Sticta livida,
STILYA,3004,Stilbocarpa lyallii,Umbelliferae,Stilbocarpa,lyallii,Indigenous Endemic,Vascular,Unclassified,Forb,8234,AZOLYA,Azorella lyallii,pūnui; 
STIMAR,4738,Sticta martinii,Lobariaceae,Sticta,martinii,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4738,STIMAR,Sticta martinii,
STINEE,4301,Stipa neesiana,Gramineae,Stipa,neesiana,Exotic,Vascular,Unclassified,Graminoid,6345,NASNEE,Nassella neesiana,
STINIT,4302,Stipa nitida,Gramineae,Stipa,nitida,Exotic,Vascular,Unclassified,Graminoid,6346,AUSNIT,Austrostipa nitida,
STINOD,3677,Stipa nodosa,Gramineae,Stipa,nodosa,Exotic,Vascular,Unclassified,Graminoid,5233,AUSNOD,Austrostipa nodosa,
STIPA,3005,Stipa species,Gramineae,Stipa,,Exotic,Vascular,Unclassified,Graminoid,3005,STIPA,Stipa species,Needle grass; 
STIPET,4303,Stipa petriei,Gramineae,Stipa,petriei,Indigenous Endemic,Vascular,Unclassified,Graminoid,6348,ACHPET,Achnatherum petriei,
STIROB,7566,Stilbocarpa robusta,Umbelliferae,Stilbocarpa,robusta,Indigenous Endemic,Vascular,Unclassified,Forb,8237,AZOROB,Azorella robusta,
STIRUD,4304,Stipa rudis,Gramineae,Stipa,rudis,Exotic,Vascular,Unclassified,Graminoid,6347,AUSRUD,Austrostipa rudis,
STISBL,5985,Sticta sublimbata,Lobariaceae,Sticta,sublimbata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5985,STISBL,Sticta sublimbata,
STISCA,4305,Stipa scabra,Gramineae,Stipa,scabra,Exotic,Vascular,Unclassified,Graminoid,6349,AUSSCA,Austrostipa scabra,
STISQU,6556,Sticta squamata,Lobariaceae,Sticta,squamata,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,6556,STISQU,Sticta squamata,
STISTI,3006,Stipa stipoides,Gramineae,Stipa,stipoides,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,6286,AUSSTI,Austrostipa stipoides,
STISTU,4306,Stipa stuposa,Gramineae,Stipa,stuposa,Exotic,Vascular,Unclassified,Graminoid,6350,AUSSTU,Austrostipa stuposa,
STISUB,4739,Sticta subcaperata,Lobariaceae,Sticta,subcaperata,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4739,STISUB,Sticta subcaperata,
STIVAR,3658,Stipa variabilis,Gramineae,Stipa,variabilis,Exotic,Vascular,Unclassified,Graminoid,6312,AUSVAR,Austrostipa variabilis,Needle grass; 
STIVER,4307,Stipa verticillata,Gramineae,Stipa,verticillata,Exotic,Vascular,Unclassified,Graminoid,6351,AUSVER,Austrostipa verticillata,
STIWEI,4922,Sticta weigelii,Lobariaceae,Sticta,weigelii,Unknown,Non Vascular,Unclassified,NonVascular,4922,STIWEI,Sticta weigelii,
STOFIO,7971,Stolonivector fiordlandiae,Lophocoleaceae,Stolonivector,fiordlandiae,Indigenous Endemic,Non Vascular,Unclassified,Unknown,7971,STOFIO,Stolonivector fiordlandiae,
STOKES,3920,Stokesiella species,Dinobryaceae,Stokesiella,,Unknown,Non Vascular,Unclassified,NonVascular,3920,STOKES,Stokesiella species,
STOPRA,3874,Stokesiella praelonga,,Stokesiella,praelonga,Exotic,Non Vascular,Unclassified,NonVascular,3768,EURPRA,Eurhynchium praelongum,
STRBAN,3007,Streblus banksii,Moraceae,Streblus,banksii,Indigenous Endemic,Vascular,Unclassified,Tree,3007,STRBAN,Streblus banksii,Ewekuri; Large-leaved milk tree; Pukariao; Tōwai; Tūrepo; 
STREBL,3010,Streblus species,Moraceae,Streblus,,Indigenous Non-Endemic,Vascular,Unclassified,WoodyMixed,3010,STREBL,Streblus species,
STRHET,3008,Streblus heterophyllus,Moraceae,Streblus,heterophyllus,Indigenous Endemic,Vascular,Unclassified,Tree,3008,STRHET,Streblus heterophyllus,Ewekuri; Milk tree; Small-leaved milk tree; Tāwari; Tūrepo; 
STRMIC,3009,Streblus microphylla,Moraceae,Streblus,microphylla,Unknown,Vascular,Unclassified,Tree,3009,STRMIC,Streblus microphylla,
STRREG,6555,Strelitzia reginae,Strelitziaceae,Strelitzia,reginae,Exotic,Vascular,Unclassified,Forb,6555,STRREG,Strelitzia reginae,Bird of paradise; bird-of-paradise; Crane flower; 
STRSMI,3490,Streblus smithii,Moraceae,Streblus,smithii,Indigenous Endemic,Vascular,Unclassified,Shrub,3490,STRSMI,Streblus smithii,Smith's milkwood; Three Kings milk tree; 
STUMUE,3670,Stuartina muelleri,Compositae,Stuartina,muelleri,Exotic,Vascular,Unclassified,Forb,3670,STUMUE,Stuartina muelleri,Spoon-leaved cudweed; 
STUPEC,6323,Stuckenia pectinata,Potamogetonaceae,Stuckenia,pectinata,Indigenous Non-Endemic,Vascular,Unclassified,Forb,6323,STUPEC,Stuckenia pectinata,
STYLID,7634,Stylidium species,Stylidiaceae,Stylidium,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,7634,STYLID,Stylidium species,
STYSUB,7635,Stylidium subulatum,Stylidiaceae,Stylidium,subulatum,Indigenous Endemic,Vascular,Unclassified,Forb,7635,STYSUB,Stylidium subulatum,
SUANOV,3011,Suaeda novae-zelandiae,Amaranthaceae,Suaeda,novae-zelandiae,Indigenous Endemic,Vascular,Unclassified,SubShrub,3011,SUANOV,Suaeda novae-zelandiae,Sea blite; 
SULMIN,6240,Sullivania minor,Orchidaceae,Sullivania,minor,Indigenous Non-Endemic,Vascular,Unclassified,Forb,7711,CALMNO,Caleana minor,
SWANOV,6848,Swainsona novae-zelandiae,Leguminosae,Swainsona,novae-zelandiae,Indigenous Endemic,Vascular,Unclassified,Forb,6849,MONNOV,Montigena novae-zelandiae,
SWANVG,7169,Swainsona novae-zelandiae var. glabra,Leguminosae,Swainsona,novae-zelandiae,Indigenous Endemic,Vascular,Unclassified,Forb,6849,MONNOV,Montigena novae-zelandiae,
SYAROM,7937,Syagrus romanzoffiana,Palmae,Syagrus,romanzoffiana,Exotic,Vascular,Unclassified,Unknown,7937,SYAROM,Syagrus romanzoffiana,Cocos palm; Queen palm; 
SYMHYM,3388,Symphyogyna hymenophyllum,Pallaviciniaceae,Symphyogyna,hymenophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3388,SYMHYM,Symphyogyna hymenophyllum,
SYMOFF,3012,Symphytum officinale,Boraginaceae,Symphytum,officinale,Exotic,Vascular,Unclassified,Forb,3012,SYMOFF,Symphytum officinale,Boneset; Comfrey; Consolida; Knitbone; 
SYMPHY,3405,Symphyogyna species,Pallaviciniaceae,Symphyogyna,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3405,SYMPHY,Symphyogyna species,
SYMPRO,4839,Symphyogyna prolifera,Pallaviciniaceae,Symphyogyna,prolifera,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5714,PALTEN,Pallavicinia tenuinervis,
SYMSBS,7249,Symphyogyna subsimplex,Pallaviciniaceae,Symphyogyna,subsimplex,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7249,SYMSBS,Symphyogyna subsimplex,
SYMSUB,7250,Symphyotrichum subulatum,Compositae,Symphyotrichum,subulatum,Exotic,Vascular,Unclassified,SubShrub,7250,SYMSUB,Symphyotrichum subulatum,
SYMTEN,5703,Symphyogyna tenuinervis,Pallaviciniaceae,Symphyogyna,tenuinervis,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5714,PALTEN,Pallavicinia tenuinervis,
SYMUND,4740,Symphyogyna undulata,Pallaviciniaceae,Symphyogyna,undulata,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4740,SYMUND,Symphyogyna undulata,
SYNAND,5731,Syntrichia anderssonii,Pottiaceae,Syntrichia,anderssonii,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5731,SYNAND,Syntrichia anderssonii,
SYNANT,5584,Syntrichia antarctica,Pottiaceae,Syntrichia,antarctica,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5584,SYNANT,Syntrichia antarctica,
SYNPAP,6393,Syntrichia papillosa,Pottiaceae,Syntrichia,papillosa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6393,SYNPAP,Syntrichia papillosa,
SYNPHA,5825,Syntrichia phaea,Pottiaceae,Syntrichia,phaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5825,SYNPHA,Syntrichia phaea,
SYNPRI,3242,Syntrichia princeps,Pottiaceae,Syntrichia,princeps,Absent,Non Vascular,Unclassified,NonVascular,3242,SYNPRI,Syntrichia princeps,
SYNRBR,7656,Syntrichia rubra,Pottiaceae,Syntrichia,rubra,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7656,SYNRBR,Syntrichia rubra,
SYNROB,5924,Syntrichia robusta,Pottiaceae,Syntrichia,robusta,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5924,SYNROB,Syntrichia robusta,
SYNRUB,6417,Syntrichia rubella,Pottiaceae,Syntrichia,rubella,Absent,Non Vascular,Unclassified,NonVascular,6417,SYNRUB,Syntrichia rubella,
SYNTRI,8051,Syntrichia species,Pottiaceae,Syntrichia,,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,8051,SYNTRI,Syntrichia species,
SYRARM,7255,Syrrhopodon armatus,Calymperaceae,Syrrhopodon,armatus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7255,SYRARM,Syrrhopodon armatus,
SYZACI,7122,Syzygiella acinacifolia,Adelanthaceae,Syzygiella,acinacifolia,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7122,SYZACI,Syzygiella acinacifolia,
SYZCOL,7128,Syzygiella colorata,Adelanthaceae,Syzygiella,colorata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7128,SYZCOL,Syzygiella colorata,
SYZMAI,3013,Syzygium maire,Myrtaceae,Syzygium,maire,Indigenous Endemic,Vascular,Unclassified,Tree,3013,SYZMAI,Syzygium maire,Maire tawake; Maire tawhake; Puka; Swamp maire; Tuhuhi; Whāwhākou; 
SYZNIG,7123,Syzygiella nigrescens,Adelanthaceae,Syzygiella,nigrescens,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7123,SYZNIG,Syzygiella nigrescens,
SYZPSE,7124,Syzygiella pseudocclusa,Adelanthaceae,Syzygiella,pseudocclusa,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7124,SYZPSE,Syzygiella pseudocclusa,
SYZSMI,6906,Syzygium smithii,Myrtaceae,Syzygium,smithii,Exotic,Vascular,Unclassified,Tree,6906,SYZSMI,Syzygium smithii,
SYZSON,7125,Syzygiella sonderi,Adelanthaceae,Syzygiella,sonderi,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7125,SYZSON,Syzygiella sonderi,
SYZTAS,7130,Syzygiella tasmanica,Adelanthaceae,Syzygiella,tasmanica,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7130,SYZTAS,Syzygiella tasmanica,
SYZTER,7532,Syzygiella teres,Adelanthaceae,Syzygiella,teres,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7532,SYZTER,Syzygiella teres,
SYZYGE,7143,Syzygiella species,Adelanthaceae,Syzygiella,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7143,SYZYGE,Syzygiella species,
SYZYGI,4308,Syzygium species,Myrtaceae,Syzygium,,Indigenous Non-Endemic,Vascular,Unclassified,Tree,4308,SYZYGI,Syzygium species,Lilly pilly; Rose apple; 
TAMCHI,7848,Tamarix chinensis,Tamaricaceae,Tamarix,chinensis,Exotic,Vascular,Unclassified,Unknown,7848,TAMCHI,Tamarix chinensis,chinese tamarisk; 
TANPAR,5539,Tanacetum parthenium,Compositae,Tanacetum,parthenium,Exotic,Vascular,Unclassified,Forb,5539,TANPAR,Tanacetum parthenium,Feverfew; 
TARAXA,3016,Taraxacum species,Compositae,Taraxacum,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3016,TARAXA,Taraxacum species,Blowballs; dandelion; 
TARGIO,3705,Targionia species,Targioniaceae,Targionia,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3705,TARGIO,Targionia species,
TARMAG,3014,Taraxacum magellanicum,Compositae,Taraxacum,magellanicum,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3014,TARMAG,Taraxacum magellanicum,Native dandelion (NZ); Tohetaka; Tohetake; Tohetea; 
TAROFF,3015,Taraxacum officinale,Compositae,Taraxacum,officinale,Exotic,Vascular,Unclassified,Forb,3015,TAROFF,Taraxacum officinale,dandelion; Tawao; Tohetaka; Tohetake; Tohetea; 
TAXBAC,3017,Taxus baccata,Taxaceae,Taxus,baccata,Exotic,Vascular,Unclassified,Tree,3017,TAXBAC,Taxus baccata,English yew; Yew; 
TAXCOL,7418,Taxilejeunea colensoana,Lejeuneaceae,Taxilejeunea,colensoana,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7511,LEJCOL,Lejeunea colensoana,
TAXDIS,7938,Taxodium distichum,Cupressaceae,Taxodium,distichum,Exotic,Vascular,Unclassified,Unknown,7938,TAXDIS,Taxodium distichum,Bald cypress; Southern cypress; Swamp cypress; 
TAYCAL,8035,Tayloria callophylla,Splachnaceae,Tayloria,callophylla,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,8035,TAYCAL,Tayloria callophylla,
TAYLOR,5604,Tayloria species,Splachnaceae,Tayloria,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5604,TAYLOR,Tayloria species,
TAYOCT,5716,Tayloria octoblepharum,Splachnaceae,Tayloria,octoblepharum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5716,TAYOCT,Tayloria octoblepharum,
TAYPUR,5665,Tayloria purpurascens,Splachnaceae,Tayloria,purpurascens,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,5665,TAYPUR,Tayloria purpurascens,
TECCAP,3018,Tecomaria capensis,Bignoniaceae,Tecomaria,capensis,Exotic,Vascular,Unclassified,Vine,3018,TECCAP,Tecomaria capensis,Cape honeysuckle; Fire flower; 
TELARA,3020,Telaranea species,Lepidoziaceae,Telaranea,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3020,TELARA,Telaranea species,
TELCAP,4741,Telaranea capilligera,Lepidoziaceae,Telaranea,capilligera,Absent,Non vascular,Unclassified,NonVascular,4741,TELCAP,Telaranea capilligera,
TELCEN,4875,Telaranea centipes,Lepidoziaceae,Telaranea,centipes,Absent,Non Vascular,Unclassified,NonVascular,4875,TELCEN,Telaranea centipes,
TELCHR,3702,Teloschistes chrysophthalmus,Teloschistaceae,Teloschistes,chrysophthalmus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3702,TELCHR,Teloschistes chrysophthalmus,
TELELE,4742,Telaranea elegans,Lepidoziaceae,Telaranea,elegans,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,7498,CERELE,Ceramanus elegans,
TELFAS,3765,Teloschistes fasciculatus,Teloschistaceae,Teloschistes,fasciculatus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3765,TELFAS,Teloschistes fasciculatus,
TELFRA,5990,Telaranea fragilifolia,Lepidoziaceae,Telaranea,fragilifolia,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8173,KURFRA,Kurzia fragilifolia,
TELGIB,7419,Telaranea gibbsiana,Lepidoziaceae,Telaranea,gibbsiana,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7515,NEOGIB,Neolepidozia gibbsiana,
TELGOT,3983,Telaranea gottscheana,Lepidoziaceae,Telaranea,gottscheana,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7519,NEOPAT,Neolepidozia patentissima,
TELGRA,7420,Telaranea granulata,Lepidoziaceae,Telaranea,granulata,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7420,TELGRA,Telaranea granulata,
TELHER,3019,Telaranea herzogii,Lepidoziaceae,Telaranea,herzogii,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3019,TELHER,Telaranea herzogii,
TELHOD,5687,Telaranea hodgsoniae,Lepidoziaceae,Telaranea,hodgsoniae,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7516,NEOHOD,Neolepidozia hodgsoniae,
TELLIN,3995,Telaranea lindenbergii,Lepidoziaceae,Telaranea,lindenbergii,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8012,TRILNB,Tricholepidozia lindenbergii,
TELLVC,7421,Telaranea lindenbergii var. complanata,Lepidoziaceae,Telaranea,lindenbergii,Indigenous Endemic,Non vascular,Unclassified,NonVascular,7536,TRILVC,Tricholepidozia lindenbergii var. complanata,
TELLVL,7422,Telaranea lindenbergii var. lindenbergii,Lepidoziaceae,Telaranea,lindenbergii,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8012,TRILNB,Tricholepidozia lindenbergii,
TELLVP,7464,Telaranea lindenbergii var. papillata,Lepidoziaceae,Telaranea,lindenbergii,Indigenous Endemic,Non vascular,Unclassified,NonVascular,7537,TRILVP,Tricholepidozia lindenbergii var. papillata,
TELMAR,4743,Telaranea martinii,Lepidoziaceae,Telaranea,martinii,Indigenous Endemic,Non vascular,Unclassified,NonVascular,7538,TRIMAR,Tricholepidozia martinii,
TELMER,5588,Telaranea meridiana,Lepidoziaceae,Telaranea,meridiana,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7517,NEOMER,Neolepidozia meridiana,
TELMON,3022,Teline monspessulana,Leguminosae,Teline,monspessulana,Exotic,Vascular,Unclassified,Shrub,6287,GENMNS,Genista monspessulana,Canary broom; Montpellier broom; Soft broom; 
TELOPE,8084,Telopea species,Proteaceae,Telopea,,Exotic,Vascular,Unclassified,Unknown,8084,TELOPE,Telopea species,Waratah; 
TELOSC,3674,Teloschistes species,Teloschistaceae,Teloschistes,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3674,TELOSC,Teloschistes species,
TELPAL,5695,Telaranea paludicola,Lepidoziaceae,Telaranea,paludicola,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7518,NEOPAL,Neolepidozia paludicola,
TELPAT,3965,Telaranea patentissima,Lepidoziaceae,Telaranea,patentissima,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7519,NEOPAT,Neolepidozia patentissima,
TELPEN,5953,Telaranea pennata,Lepidoziaceae,Telaranea,pennata,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7521,NEOPEN,Neolepidozia pennata,
TELPLL,6018,Telaranea pallescens,Lepidoziaceae,Telaranea,pallescens,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8174,KURPAL,Kurzia pallescens,
TELPPA,7119,Telaranea patentissima var. patentissima,Lepidoziaceae,Telaranea,patentissima,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7637,NEOPVS,Neolepidozia patentissima var. patentissima,
TELPRA,4862,Telaranea praenitens,Lepidoziaceae,Telaranea,praenitens,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7522,NEOPRA,Neolepidozia praenitens,
TELPVA,7425,Telaranea patentissima var. ampliata,Lepidoziaceae,Telaranea,patentissima,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7520,NEOPVA,Neolepidozia patentissima var. ampliata,
TELPVP,5999,Telaranea praenitens var. praenitens,Lepidoziaceae,Telaranea,praenitens,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7523,NEOPVP,Neolepidozia praenitens var. praenitens,
TELPVZ,7426,Telaranea patentissima var. zebrina,Lepidoziaceae,Telaranea,patentissima,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7548,NEOPVZ,Neolepidozia patentissima var. zebrina,
TELQUA,5822,Telaranea quadriseta,Lepidoziaceae,Telaranea,quadriseta,Absent,Non Vascular,Unclassified,NonVascular,5822,TELQUA,Telaranea quadriseta,
TELQUI,5897,Telaranea quinquespina,Lepidoziaceae,Telaranea,quinquespina,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8175,KURQUI,Kurzia quinquespina,
TELREM,4744,Telaranea remotifolia,Lepidoziaceae,Telaranea,remotifolia,Indigenous Endemic,Non vascular,Unclassified,NonVascular,7539,TRIREM,Tricholepidozia remotifolia,
TELSIE,4745,Teloschistes sieberianus,Teloschistaceae,Teloschistes,sieberianus,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4745,TELSIE,Teloschistes sieberianus,
TELTET,3021,Telaranea tetradactyla,Lepidoziaceae,Telaranea,tetradactyla,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7540,TRITET,Tricholepidozia tetradactyla,
TELTRD,7441,Telaranea tridactylis,Lepidoziaceae,Telaranea,tridactylis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7527,NEOTRI,Neolepidozia tridactylis,
TELTRI,5743,Telaranea trilobata,Lepidoziaceae,Telaranea,trilobata,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8176,KURTRI,Kurzia trilobata,
TELTTR,5826,Telaranea tetrapila,Lepidoziaceae,Telaranea,tetrapila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7524,NEOTET,Neolepidozia tetrapila,
TELTUB,5629,Telaranea tuberifera,Lepidoziaceae,Telaranea,tuberifera,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7499,CERTUB,Ceramanus tuberifera,
TELTVC,5954,Telaranea tetrapila var. cancellata,Lepidoziaceae,Telaranea,tetrapila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7525,NEOTVC,Neolepidozia tetrapila var. cancellata,
TELTVR,7440,Telaranea tetrapila var. roseana,Lepidoziaceae,Telaranea,tetrapila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7526,NEOTVR,Neolepidozia tetrapila var. roseana,
TELTVT,6647,Telaranea tetrapila var. tetrapila,Lepidoziaceae,Telaranea,tetrapila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7631,NEOTVT,Neolepidozia tetrapila var. tetrapila,
TELVEL,3023,Teloschistes velifer,Teloschistaceae,Teloschistes,velifer,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3023,TELVEL,Teloschistes velifer,
TEMNOM,3024,Temnoma species,Pseudolepicoleaceae,Temnoma,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3024,TEMNOM,Temnoma species,
TEMPAL,4746,Temnoma palmatum,Pseudolepicoleaceae,Temnoma,palmatum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4746,TEMPAL,Temnoma palmatum,
TEMPAU,4748,Temnoma paucisetigerum,Pseudolepicoleaceae,Temnoma,paucisetigerum,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4748,TEMPAU,Temnoma paucisetigerum,
TEMPUL,4749,Temnoma pulchellum,Pseudolepicoleaceae,Temnoma,pulchellum,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4749,TEMPUL,Temnoma pulchellum,
TEMPVP,4747,Temnoma palmatum var. pseudospiniferum,Pseudolepicoleaceae,Temnoma,palmatum,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4747,TEMPVP,Temnoma palmatum var. pseudospiniferum,
TEMQUA,5012,Temnoma quadripartitum,Pseudolepicoleaceae,Temnoma,quadripartitum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5012,TEMQUA,Temnoma quadripartitum,
TEMQVQ,4750,Temnoma quadripartitum var. quadripartitum,Pseudolepicoleaceae,Temnoma,quadripartitum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4750,TEMQVQ,Temnoma quadripartitum var. quadripartitum,
TEMQVR,5013,Temnoma quadripartitum var. randii,Pseudolepicoleaceae,Temnoma,quadripartitum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5013,TEMQVR,Temnoma quadripartitum var. randii,
TEPATR,3243,Tephromela atra,Bacidiaceae,Tephromela,atra,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3243,TEPATR,Tephromela atra,
TETCAP,3029,Tetraria capillaris,Cyperaceae,Tetraria,capillaris,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,3029,TETCAP,Tetraria capillaris,
